,host_is_superhost,host_identity_verified,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,air_conditioning,pool,parking,tv,internet,gym,pet_friendly,grill,elevator,Agronomia,Almagro,Balvanera,Barracas,Belgrano,Boca,Boedo,Caballito,Chacarita,Coghlan,Colegiales,Constitucion,Flores,Floresta,Liniers,Mataderos,Monserrat,Monte Castro,Nueva Pompeya,Nuñez,Palermo,Parque Avellaneda,Parque Chacabuco,Parque Chas,Parque Patricios,Paternal,Puerto Madero,Recoleta,Retiro,Saavedra,San Cristobal,San Nicolas,San Telmo,Velez Sarsfield,Versalles,Villa Crespo,Villa Del Parque,Villa Devoto,Villa Gral. Mitre,Villa Lugano,Villa Luro,Villa Ortuzar,Villa Pueyrredon,Villa Real,Villa Riachuelo,Villa Santa Rita,Villa Soldati,Villa Urquiza,Apartment,House,Entire home/apt,Private room,Shared room,bathroomtype_private,bathroomtype_shared
1,1.0,1,2,1,1,1,5687,2,730,24,4.63,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
